,word,frequency
4249,plenty,13.0
4250,@johncornyn,13.0
4251,sexy,13.0
4252,approach,13.0
4253,ne,13.0
4254,onto,13.0
4255,demons,13.0
4256,lovely,13.0
4257,natural,13.0
4258,prison,13.0
4259,happiness,13.0
4260,physical,13.0
4261,pet,13.0
4262,copy,13.0
4263,security,13.0
4264,demand,13.0
4265,kick,13.0
4266,8,13.0
4267,round,13.0
4268,liked,13.0
4269,teachers,13.0
4270,usa,13.0
4271,hates,13.0
4272,struggled,13.0
4273,se,13.0
4274,lo,13.0
4275,pelosi,13.0
4276,ru,13.0
4277,wild,13.0
4278,toxic,13.0
4279,millions,13.0
4280,church,13.0
4281,get/give,13.0
4282,points,13.0
4283,atlantic,13.0
4284,considering,13.0
4285,yea,13.0
4286,weekend,13.0
4287,grow,13.0
4288,general,12.0
4289,scene,12.0
4290,race,12.0
4291,perhaps,12.0
4292,comments,12.0
4293,monsters,12.0
4294,scotus,12.0
4295,sa,12.0
4296,corrupt,12.0
4297,today's,12.0
4298,cartoon,12.0
4299,hot,12.0
4300,foreign,12.0
4301,judge,12.0
4302,ugly,12.0
4303,visit,12.0
4304,blm,12.0
4305,chris,12.0
4306,sucks,12.0
4307,@senjudiciary,12.0
4308,pe,12.0
4309,neighbor,12.0
4310,@bgt,12.0
4311,dr,12.0
4312,cover,12.0
4313,successful,12.0
4314,swear,12.0
4315,dalton,12.0
4316,practice,12.0
4317,improve,12.0
4318,goals,12.0
4319,videos,12.0
4320,armenia,12.0
4321,articles,12.0
4322,sort,12.0
4323,niggas,12.0
4324,forced,12.0
4325,violent,12.0
4326,laughing,12.0
4327,growth,12.0
4328,luck,12.0
4329,shy,12.0
4330,leadership,12.0
4331,avoid,12.0
4332,awful,12.0
4333,quickly,12.0
4334,shut,12.0
4335,decided,12.0
4336,pic,12.0
4337,deadly,12.0
4338,decision,12.0
4339,platform,12.0
4340,debates,12.0
4341,article,12.0
4342,100,12.0
4343,15-foot,12.0
4344,federal,12.0
4345,spiders,12.0
4346,military,12.0
4347,@ymstruggletwt,12.0
4348,@nabilu,12.0
4349,ground,12.0
4350,barrier,12.0
4351,christ,12.0
4352,fault,12.0
4353,areas,12.0
4354,learning,12.0
4355,goal,12.0
4356,ourselves,12.0
4357,possibly,12.0
4358,battle,12.0
4359,ex,12.0
4360,clown,12.0
4361,letting,12.0
4362,whom,12.0
4363,@senatordole,12.0
4364,position,12.0
4365,scream,12.0
4366,decide,12.0
4367,sitting,12.0
4368,performance,12.0
4369,umar,12.0
4370,above,12.0
4371,required,12.0
4372,nose,12.0
4373,cost,12.0
4374,notice,12.0
4375,crowd,12.0
4376,wit,12.0
4377,loses,12.0
4378,dirty,12.0
4379,memory,12.0
4380,serious,12.0
4381,pieces,12.0
4382,whose,12.0
4383,gotten,12.0
4384,@corybooker,12.0
4385,main,12.0
4386,peoples,12.0
4387,destroy,12.0
4388,socialist,12.0
4389,base,12.0
4390,protesters,12.0
4391,students,12.0
4392,@chennaiipl,12.0
4393,arrested,11.0
4394,argument,11.0
4395,balls,11.0
4396,despite,11.0
4397,fr,11.0
4398,per,11.0
4399,interview,11.0
4400,barrett,11.0
4401,@gopchairwoman,11.0
4402,dudes,11.0
4403,facing,11.0
4404,radio,11.0
4405,types,11.0
4406,eating,11.0
4407,blacks,11.0
4408,calls,11.0
4409,impact,11.0
4410,sam,11.0
4411,@mollyjongfast,11.0
4412,bless,11.0
4413,honesty,11.0
4414,artists,11.0
4415,succeed,11.0
4416,charlie,11.0
4417,met,11.0
4418,@bts_twt,11.0
4419,kicked,11.0
4420,fell,11.0
4421,afraid':,11.0
4422,clean,11.0
4423,jaime,11.0
4424,average,11.0
4425,barr,11.0
4426,busy,11.0
4427,legendary,11.0
4428,@judgejeaninefan,11.0
4429,fat,11.0
4430,fears,11.0
4431,kamala,11.0
4432,credit,11.0
4433,ended,11.0
4434,dick,11.0
4435,~,11.0
4436,conservatives,11.0
4437,hoping,11.0
4438,hed,11.0
4439,suicide,11.0
4440,elderly,11.0
4441,cheat,11.0
4442,puppy,11.0
4443,tom,11.0
4444,@nbcnews,11.0
4445,album,11.0
4446,sleeping,11.0
4447,unable,11.0
4448,tw,11.0
4449,cancer,11.0
4450,gender,11.0
4451,worked,11.0
4452,religion,11.0
4453,process,11.0
4454,15,11.0
4455,fool,11.0
4456,replies,11.0
4457,table,11.0
4458,spirit,11.0
4459,tl,11.0
4460,everytime,11.0
4461,claim,11.0
4462,press,11.0
4463,@seanhannity,11.0
4464,matters,11.0
4465,turning,11.0
4466,herself,11.0
4467,opponent,11.0
4468,brown,11.0
4469,remove,11.0
4470,30,11.0
4471,uncomfortable,11.0
4472,fish,11.0
4473,animals,11.0
4474,island,11.0
4475,___,11.0
4476,amen,11.0
4477,key,11.0
4478,escape,11.0
4479,piss,11.0
4480,michigan,11.0
4481,army,11.0
4482,uk,11.0
4483,fast,11.0
4484,medical,11.0
4485,wolf,11.0
4486,he'd,11.0
4487,bgt,11.0
4488,sending,11.0
4489,rid,11.0
4490,trouble,11.0
4491,badly,11.0
4492,positiv,11.0
4493,1),11.0
4494,hurting,11.0
4495,count,11.0
4496,streets,11.0
4497,skills,11.0
4498,vaccine,11.0
4499,nearly,11.0
4500,adult,11.0
4501,amount,11.0
4502,access,11.0
4503,tag,11.0
4504,threaten,11.0
4505,polls,11.0
4506,return,11.0
4507,weren't,11.0
4508,movies,11.0
4509,posting,11.0
4510,minds,11.0
4511,tr,11.0
4512,throwing,11.0
4513,flying,11.0
4514,@trumpwarroom,11.0
4515,heres,11.0
4516,date,11.0
4517,florida,11.0
4518,pop,11.0
4519,nancy,11.0
4520,@georgetakei,11.0
4521,angry,11150.0
4522,the,6477.0
4523,to,5164.0
4524,and,4676.0
4525,a,3599.0
4526,you,3207.0
4527,is,3165.0
4528,so,2730.0
4529,of,2487.0
4530,that,2331.0
4531,this,2274.0
4532,are,2209.0
4533,in,2036.0
4534,not,2033.0
4535,it,1987.0
4536,me,1875.0
4537,be,1870.0
4538,for,1626.0
4539,my,1592.0
4540,endsars,1564.0
4541,at,1452.0
4542,they,1344.0
4543,but,1336.0
4544,we,1302.0
4545,just,1294.0
4546,im,1290.0
4547,with,1283.0
4548,was,1281.0
4549,people,1260.0
4550,he,1207.0
4551,on,1180.0
4552,get,1174.0
4553,when,1099.0
4554,have,1043.0
4555,like,1041.0
4556,why,998.0
4557,do,996.0
4558,if,985.0
4559,about,973.0
4560,an,845.0
4561,all,837.0
4562,i'm,807.0
4563,one,795.0
4564,what,762.0
4565,no,742.0
4566,how,697.0
4567,am,677.0
4568,your,670.0
4569,because,645.0
4570,as,631.0
4571,or,627.0
4572,she,618.0
4573,stay,615.0
4574,who,609.0
4575,now,565.0
4576,up,565.0
4577,need,563.0
4578,dont,544.0
4579,his,539.0
4580,makes,534.0
4581,don't,532.0
4582,its,532.0
4583,will,531.0
4584,know,511.0
4585,can,508.0
4586,out,496.0
4587,back,493.0
4588,over,486.0
4589,make,486.0
4590,very,485.0
4591,from,479.0
4592,being,476.0
4593,really,450.0
4594,time,444.0
4595,tired,443.0
4596,him,442.0
4597,see,435.0
4598,has,422.0
4599,her,422.0
4600,man,420.0
4601,want,412.0
4602,more,403.0
4603,it's,403.0
4604,been,401.0
4605,by,400.0
4606,their,383.0
4607,even,381.0
4608,got,379.0
4609,feel,360.0
4610,sad,358.0
4611,guys,355.0
4612,still,344.0
4613,there,339.0
4614,too,338.0
4615,u,336.0
4616,these,330.0
4617,some,324.0
4618,getting,322.0
4619,should,321.0
4620,were,317.0
4621,always,312.0
4622,never,308.0
4623,then,306.0
4624,would,303.0
4625,go,303.0
4626,right,303.0
4627,number,299.0
4628,us,296.0
4629,made,285.0
4630,spot,279.0
4631,happy,278.0
4632,did,277.0
4633,going,276.0
4634,had,275.0
4635,-,273.0
4636,someone,273.0
4637,our,270.0
4638,@angry_voice,266.0
4639,bring,265.0
4640,good,264.0
4641,only,261.0
4642,love,251.0
4643,say,247.0
4644,white,246.0
4645,you're,242.0
4646,look,238.0
4647,said,231.0
4648,fucking,228.0
4649,here,225.0
4650,much,223.0
4651,also,217.0
4652,other,212.0
4653,than,209.0
4654,many,209.0
4655,down,205.0
4656,stop,201.0
4657,today,199.0
4658,any,198.0
4659,trump,197.0
4660,every,193.0
4661,cant,192.0
4662,well,191.0
4663,day,189.0
4664,after,188.0
4665,person,184.0
4666,something,184.0
4667,yes,183.0
4668,sorry,181.0
4669,men,177.0
4670,can't,175.0
4671,those,174.0
4672,actually,173.0
4673,t,172.0
4674,same,172.0
4675,hate,170.0
4676,thing,169.0
4677,things,167.0
4678,hes,167.0
4679,anger,166.0
4680,lol,166.0
4681,youre,163.0
4682,off,162.0
4683,life,162.0
4684,let,161.0
4685,god,160.0
4686,ever,160.0
4687,tell,159.0
4688,endsarsnow,156.0
4689,shit,154.0
4690,gets,154.0
4691,does,154.0
4692,where,154.0
4693,again,153.0
4694,making,152.0
4695,could,150.0
4696,oh,150.0
4697,he's,149.0
4698,fuck,148.0
4699,bad,146.0
4700,hungry,145.0
4701,everyone,145.0
4702,trying,144.0
4703,most,143.0
4704,twitter,142.0
4705,young,141.0
4706,women,141.0
4707,mad,140.0
4708,thats,139.0
4709,understand,139.0
4710,take,138.0
4711,lot,137.0
4712,better,137.0
4713,give,135.0
4714,first,135.0
4715,little,135.0
4716,come,134.0
4717,keep,133.0
4718,ive,132.0
4719,tweet,132.0
4720,anything,131.0
4721,looks,131.0
4722,literally,131.0
4723,didnt,129.0
4724,2,128.0
4725,into,126.0
4726,nothing,126.0
4727,last,125.0
4728,put,124.0
4729,face,124.0
4730,old,124.0
4731,mean,123.0
4732,hope,120.0
4733,government,119.0
4734,yeah,119.0
4735,everything,119.0
4736,bored,119.0
4737,money,118.0
4738,guy,117.0
4739,world,116.0
4740,country,115.0
4741,that's,113.0
4742,means,113.0
4743,w,110.0
4744,didn't,109.0
4745,i've,109.0
4746,gonna,108.0
4747,they're,108.0
4748,while,107.0
4749,another,107.0
4750,black,106.0
4751,saw,106.0
4752,bill,106.0
4753,such,106.0
4754,wanna,105.0
4755,sure,105.0
4756,th,104.0
4757,different,104.0
4758,remember,104.0
4759,point,103.0
4760,reason,103.0
4761,thought,102.0
4762,wrong,101.0
4763,years,100.0
4764,okay,100.0
4765,cause,99.0
4766,s,99.0
4767,hard,99.0
4768,end,99.0
4769,must,99.0
4770,whole,98.0
4771,talk,98.0
4772,find,98.0
4773,work,98.0
4774,doesn't,97.0
4775,video,97.0
4776,which,97.0
4777,maybe,97.0
4778,sars,97.0
4779,anyone,97.0
4780,stupid,96.0
4781,fact,96.0
4782,enough,96.0
4783,new,96.0
4784,morning,95.0
4785,ok,95.0
4786,upset,94.0
4787,year,94.0
4788,use,94.0
4789,theyre,93.0
4790,read,93.0
4791,bc,92.0
4792,woman,92.0
4793,frustrated,91.0
4794,police,91.0
4795,against,91.0
4796,best,90.0
4797,game,90.0
4798,feeling,90.0
4799,doesnt,90.0
4800,care,90.0
4801,since,90.0
4802,3,89.0
4803,endpolicebrutality,89.0
4804,looking,88.0
4805,through,88.0
4806,mind,87.0
4807,left,87.0
4808,told,87.0
4809,ur,86.0
4810,birthday,86.0
4811,called,86.0
4812,r,85.0
4813,watching,84.0
4814,probably,84.0
4815,thank,84.0
4816,show,84.0
4817,watch,83.0
4818,ppl,82.0
4819,done,82.0
4820,live,82.0
4821,yet,82.0
4822,seem,81.0
4823,long,81.0
4824,yall,81.0
4825,great,81.0
4826,help,81.0
4827,seeing,80.0
4828,friends,79.0
4829,bit,79.0
4830,lost,79.0
4831,birds,79.0
4832,seen,79.0
4833,without,79.0
4834,already,79.0
4835,days,79.0
4836,real,79.0
4837,b,78.0
4838,deal,78.0
4839,mob,78.0
4840,try,78.0
4841,big,78.0
4842,might,78.0
4843,though,78.0
4844,once,77.0
4845,she's,77.0
4846,funny,77.0
4847,lmao,76.0
4848,until,76.0
4849,woke,76.0
4850,having,76.0
4851,agree,76.0
4852,@realdonaldtrump,75.0
4853,1,75.0
4854,may,75.0
4855,damn,75.0
4856,around,74.0
4857,cry,74.0
4858,idk,74.0
4859,rn,73.0
4860,away,73.0
4861,horny,73.0
4862,m,73.0
4863,wish,73.0
4864,sometimes,73.0
4865,used,73.0
4866,scared,72.0
4867,smile,72.0
4868,started,72.0
4869,night,72.0
4870,times,71.0
4871,burr,71.0
4872,hell,71.0
4873,mom,71.0
4874,dog,71.0
4875,went,70.0
4876,n,69.0
4877,protest,69.0
4878,imagine,69.0
4879,youths,68.0
4880,pay,68.0
4881,call,68.0
4882,jimoh,67.0
4883,two,67.0
4884,wait,67.0
4885,home,66.0
4886,each,66.0
4887,hurt,66.0
4888,stuff,66.0
4889,sleep,66.0
4890,says,65.0
4891,calm,65.0
4892,isn't,65.0
4893,both,65.0
4894,ass,65.0
4895,believe,65.0
4896,instead,65.0
4897,@srbachchan,65.0
4898,came,64.0
4899,talking,64.0
4900,wont,64.0
4901,next,64.0
4902,pretty,63.0
4903,yourself,63.0
4904,isnt,63.0
4905,fans,63.0
4906,baby,62.0
4907,&gt,62.0
4908,exactly,62.0
4909,dude,61.0
4910,girl,61.0
4911,covid,61.0
4912,during,60.0
4913,part,60.0
4914,problem,60.0
4915,i'll,60.0
4916,@lisanandy,60.0
4917,sir,60.0
4918,play,59.0
4919,almost,59.0
4920,namjoon,59.0
4921,d,59.0
4922,cute,59.0
4923,ugh,59.0
4924,news,59.0
4925,needs,59.0
4926,hear,59.0
4927,shes,58.0
4928,wanted,58.0
4929,north,58.0
4930,crying,58.0
4931,cannot,58.0
4932,kill,58.0
4933,coming,58.0
4934,kind,58.0
4935,own,57.0
4936,hot,57.0
4937,absolutely,57.0
4938,listen,57.0
4939,tweets,57.0
4940,nigerian,57.0
4941,anymore,56.0
4942,matter,56.0
4943,song,56.0
4944,telling,56.0
4945,ask,56.0
4946,vote,56.0
4947,sound,56.0
4948,true,55.0
4949,wonder,55.0
4950,food,55.0
4951,supporters,54.0
4952,heart,54.0
4953,f,54.0
4954,mp,54.0
4955,lose,53.0
4956,media,53.0
4957,heard,53.0
4958,support,53.0
4959,ha,53.0
4960,head,53.0
4961,seems,53.0
4962,speak,53.0
4963,kids,53.0
4964,words,53.0
4965,ago,52.0
4966,friend,52.0
4967,leave,52.0
4968,ill,52.0
4969,we're,52.0
4970,confused,52.0
4971,boy,52.0
4972,place,52.0
4973,disappointed,51.0
4974,knew,51.0
4975,calling,51.0
4976,else,51.0
4977,truth,51.0
4978,medical,51.0
4979,tory,51.0
4980,won't,51.0
4981,eyes,51.0
4982,bro,51.0
4983,president,51.0
4984,youth,51.0
4985,others,51.0
4986,playing,51.0
4987,wow,51.0
4988,asked,51.0
4989,side,50.0
4990,4,50.0
4991,change,50.0
4992,c,50.0
4993,theres,50.0
4994,lets,49.0
4995,music,49.0
4996,happened,49.0
4997,felt,49.0
4998,took,49.0
4999,family,49.0
5000,few,48.0
5001,lives,48.0
5002,moods:,48.0
5003,stand,48.0
5004,id,48.0
5005,racist,48.0
5006,least,48.0
5007,honestly,48.0
5008,miss,48.0
5009,less,48.0
5010,ones,48.0
5011,america,48.0
5012,there's,48.0
5013,control,47.0
5014,bitter,47.0
5015,trending,47.0
5016,deserve,47.0
5017,yo,47.0
5018,small,47.0
5019,full,47.0
5020,longer,47.0
5021,tips,47.0
5022,child,47.0
5023,bed,46.0
5024,wtf,46.0
5025,laugh,46.0
5026,red,46.0
5027,cat,46.0
5028,worth,46.0
5029,brother,46.0
5030,emotional,46.0
5031,comments,45.0
5032,@mbuhari,45.0
5033,week,45.0
5034,poor,45.0
5035,question,45.0
5036,far,45.0
5037,seriously,45.0
5038,post,45.0
5039,human,45.0
5040,hey,45.0
5041,living,45.0
5042,whats,44.0
5043,yesterday,44.0
5044,sense,44.0
5045,violent,44.0
5046,house,44.0
5047,power,44.0
5048,past,44.0
5049,name,44.0
5050,mine,44.0
5051,watched,44.0
5052,g,44.0
5053,p,44.0
5054,bird,44.0
5055,super,44.0
5056,omg,44.0
5057,abt,43.0
5058,l,43.0
5059,korean,43.0
5060,voted,43.0
5061,snl,43.0
5062,wasn't,43.0
5063,either,43.0
5064,dad,43.0
5065,found,43.0
5066,energy,43.0
5067,sounds,43.0
5068,definitely,43.0
5069,ang,42.0
5070,tho,42.0
5071,type,42.0
5072,let's,42.0
5073,hit,42.0
5074,nice,42.0
5075,boys,42.0
5076,guess,41.0
5077,idea,41.0
5078,win,41.0
5079,annoyed,41.0
5080,phone,41.0
5081,knows,40.0
5082,movie,40.0
5083,nigeria,40.0
5084,pissed,40.0
5085,5,40.0
5086,12,40.0
5087,church,40.0
5088,issue,40.0
5089,beat,40.0
5090,account,40.0
5091,voice,40.0
5092,havent,40.0
5093,gay,39.0
5094,situation,39.0
5095,weird,39.0
5096,tonight,39.0
5097,rise,39.0
5098,@uklabour,39.0
5099,especially,39.0
5100,protesters,39.0
5101,die,39.0
5102,pls,39.0
5103,genuinely,39.0
5104,allowed,39.0
5105,state,39.0
5106,peace,38.0
5107,biden,38.0
5108,taking,38.0
5109,what's,38.0
5110,fan,38.0
5111,group,38.0
5112,free,38.0
5113,laughing,38.0
5114,run,38.0
5115,asking,38.0
5116,kinda,37.0
5117,follow,37.0
5118,party,37.0
5119,reading,37.0
5120,seconds,37.0
5121,i'd,37.0
5122,wife,37.0
5123,arent,37.0
5124,fine,37.0
5125,alone,37.0
5126,@angry_ustaaz,37.0
5127,looked,37.0
5128,happen,37.0
5129,tried,37.0
5130,moment,37.0
5131,tv,37.0
5132,thanks,36.0
5133,supposed,36.0
5134,dear,36.0
5135,half,36.0
5136,bitch,36.0
5137,wants,36.0
5138,paid,36.0
5139,team,36.0
5140,kid,36.0
5141,sick,36.0
5142,story,36.0
5143,car,36.0
5144,comes,35.0
5145,10,35.0
5146,straight,35.0
5147,fighting,35.0
5148,minute,35.0
5149,wake,35.0
5150,feelings,35.0
5151,),34.0
5152,mother,34.0
5153,depressed,34.0
5154,job,34.0
5155,school,34.0
5156,crazy,34.0
5157,dey,34.0
5158,using,34.0
5159,nigerians,34.0
5160,nobody,34.0
5161,issues,34.0
5162,case,34.0
5163,attention,34.0
5164,giving,34.0
5165,till,34.0
5166,whatever,34.0
5167,respect,34.0
5168,social,34.0
5169,behind,33.0
5170,shut,33.0
5171,fire,33.0
5172,salmond,33.0
5173,clearly,33.0
5174,hours,33.0
5175,aren't,33.0
5176,front,33.0
5177,ah,33.0
5178,send,33.0
5179,wouldn't,32.0
5180,sturgeon,32.0
5181,killed,32.0
5182,protect,32.0
5183,soon,32.0
5184,@breitbartnews,32.0
5185,break,32.0
5186,comment,32.0
5187,second,32.0
5188,sunday,32.0
5189,rest,32.0
5190,anywhere,32.0
5191,joe,32.0
5192,entire,32.0
5193,high,32.0
5194,angr,32.0
5195,tweeting,32.0
5196,picture,32.0
5197,extremely,31.0
5198,self,31.0
5199,thread,31.0
5200,children,31.0
5201,surprised,31.0
5202,@erikaha11772363,31.0
5203,sex,31.0
5204,dead,31.0
5205,obviously,31.0
5206,joon,31.0
5207,irrationally,31.0
5208,explain,31.0
5209,rather,31.0
5210,between,31.0
5211,blame,31.0
5212,set,31.0
5213,realize,30.0
5214,single,30.0
5215,body,30.0
5216,across,30.0
5217,killing,30.0
5218,takes,30.0
5219,mr,30.0
5220,father,30.0
5221,@nbcsnl,30.0
5222,course,30.0
5223,son,30.0
5224,top,30.0
5225,via,30.0
5226,mental,30.0
5227,able,30.0
5228,suspect,30.0
5229,glad,30.0
5230,strong,30.0
5231,completely,29.0
5232,cut,29.0
5233,enjoy,29.0
5234,af,29.0
5235,answer,29.0
5236,gave,29.0
5237,peaceful,29.0
5238,political,29.0
5239,lockdown,29.0
5240,reply,29.0
5241,war,29.0
5242,joke,29.0
5243,politics,29.0
5244,born,29.0
5245,swear,29.0
5246,expect,29.0
5247,often,29.0
5248,health,29.0
5249,loud,29.0
5250,rage,29.0
5251,scary,29.0
5252,wh,29.0
5253,opinion,29.0
5254,alex,29.0
5255,local,29.0
5256,towards,29.0
5257,died,28.0
5258,reaction,28.0
5259,feels,28.0
5260,govt,28.0
5261,act,28.0
5262,gun,28.0
5263,open,28.0
5264,election,28.0
5265,idiot,28.0
5266,protesting,28.0
5267,evil,28.0
5268,nah,28.0
5269,public,28.0
5270,tbh,28.0
5271,china,28.0
5272,@policeng,28.0
5273,tl,28.0
5274,totally,28.0
5275,jesus,28.0
5276,move,28.0
5277,tf,28.0
5278,ugly,28.0
5279,check,28.0
5280,fast,28.0
5281,lando,28.0
5282,early,28.0
5283,lisa,28.0
5284,finally,28.0
5285,beating,28.0
5286,everybody,28.0
5287,leader,28.0
5288,democrats,28.0
5289,easy,28.0
5290,needed,28.0
5291,rude,27.0
5292,missed,27.0
5293,inside,27.0
5294,lies,27.0
5295,hi,27.0
5296,virus,27.0
5297,shot,27.0
5298,perfect,27.0
5299,bollywood,27.0
5300,article,27.0
5301,must_hang_culpristrapists,27.0
5302,none,27.0
5303,honest,27.0
5304,girls,27.0
5305,shows,27.0
5306,important,27.0
5307,cuz,27.0
5308,late,27.0
5309,na,27.0
5310,sister,27.0
5311,eat,27.0
5312,cover,27.0
5313,turn,27.0
5314,mum,27.0
5315,worse,26.0
5316,happiness,26.0
5317,@youtube,26.0
5318,trust,26.0
5319,labour,26.0
5320,character,26.0
5321,attack,26.0
5322,mood,26.0
5323,games,26.0
5324,movement,26.0
5325,folks,26.0
5326,bunch,26.0
5327,turned,26.0
5328,stopped,26.0
5329,v,26.0
5330,whenever,26.0
5331,hand,26.0
5332,7,26.0
5333,middle,26.0
5334,remain,26.0
5335,response,25.0
5336,goes,25.0
5337,room,25.0
5338,uk,25.0
5339,somebody,25.0
5340,became,25.0
5341,lady,25.0
5342,month,25.0
5343,*angry,25.0
5344,forever,25.0
5345,ready,25.0
5346,tears,25.0
5347,@joebiden,25.0
5348,minutes,25.0
5349,system,25.0
5350,worked,25.0
5351,ignore,25.0
5352,wouldnt,25.0
5353,cos,25.0
5354,actor,25.0
5355,legend,25.0
5356,hair,25.0
5357,knowing,25.0
5358,re,25.0
5359,fat,25.0
5360,spent,24.0
5361,special,24.0
5362,emotions,24.0
5363,fear,24.0
5364,enraged,24.0
5365,amitabh,24.0
5366,positive,24.0
5367,sent,24.0
5368,jobs,24.0
5369,lie,24.0
5370,happens,24.0
5371,won,24.0
5372,english,24.0
5373,himself,24.0
5374,pandemic,24.0
5375,@thehopesprings,24.0
5376,guyyys,24.0
5377,silent,24.0
5378,@stillgray,24.0
5379,annoying,24.0
5380,beautiful,24.0
5381,amount,24.0
5382,beyond,24.0
5383,art,24.0
5384,walk,24.0
5385,mask,24.0
5386,usually,24.0
5387,outside,24.0
5388,losing,23.0
5389,certain,23.0
5390,voting,23.0
5391,later,23.0
5392,close,23.0
5393,block,23.0
5394,message,23.0
5395,fair,23.0
5396,england,23.0
5397,favorite,23.0
5398,kept,23.0
5399,couldnt,23.0
5400,chaos,23.0
5401,antifa,23.0
5402,liberal,23.0
5403,dream,23.0
5404,chorni,23.0
5405,disgusted,23.0
5406,law,23.0
5407,ji,23.0
5408,nandy,23.0
5409,spend,23.0
5410,couldn't,23.0
5411,bachchan,23.0
5412,learn,23.0
5413,husband,23.0
5414,low,23.0
5415,buhari,23.0
5416,given,22.0
5417,k,22.0
5418,online,22.0
5419,brexit,22.0
5420,basically,22.0
5421,happening,22.0
5422,fucked,22.0
5423,sustain,22.0
5424,lord,22.0
5425,afraid,22.0
5426,security,22.0
5427,characters,22.0
5428,continue,22.0
5429,truly,22.0
5430,replies,22.0
5431,sucks,22.0
5432,force,22.0
5433,safe,22.0
5434,blood,22.0
5435,citizens,22.0
5436,@thehill,22.0
5437,brain,22.0
5438,simple,22.0
5439,@meiselasb,22.0
5440,anyway,22.0
5441,male,22.0
5442,showing,22.0
5443,yoongi,22.0
5444,stage,22.0
5445,whether,22.0
5446,bts,22.0
5447,following,21.0
5448,useless,21.0
5449,door,21.0
5450,running,21.0
5451,internet,21.0
5452,performance,21.0
5453,kiss,21.0
5454,death,21.0
5455,episode,21.0
5456,office,21.0
5457,haha,21.0
5458,rant,21.0
5459,yelling,21.0
5460,badly,21.0
5461,hurts,21.0
5462,writing,21.0
5463,serious,21.0
5464,simply,21.0
5465,nicola,21.0
5466,indian,21.0
5467,al,21.0
5468,everytime,21.0
5469,bcs,21.0
5470,suddenly,21.0
5471,however,21.0
5472,kicks,21.0
5473,they've,21.0
5474,toxic,21.0
5475,hold,21.0
5476,screaming,21.0
5477,normal,21.0
5478,shocked,21.0
5479,republicans,21.0
5480,soft,21.0
5481,star,21.0
5482,write,21.0
5483,gone,20.0
5484,easily,20.0
5485,8,20.0
5486,noticed,20.0
5487,loved,20.0
5488,trash,20.0
5489,blue,20.0
5490,area,20.0
5491,acting,20.0
5492,chill,20.0
5493,south,20.0
5494,table,20.0
5495,6,20.0
5496,claim,20.0
5497,rafique,20.0
5498,level,20.0
5499,dumb,20.0
5500,currently,20.0
5501,@realjameswoods,20.0
5502,older,20.0
5503,trend,20.0
5504,@_sjpeace_,20.0
5505,apparently,20.0
5506,voters,20.0
5507,youve,20.0
5508,hasn't,20.0
5509,weeks,20.0
5510,experience,20.0
5511,dem,20.0
5512,pe,20.0
5513,react,20.0
5514,you've,20.0
5515,finished,20.0
5516,class,20.0
5517,main,20.0
5518,expected,20.0
5519,age,20.0
5520,hide,20.0
5521,shouldn't,20.0
5522,forgot,19.0
5523,/,19.0
5524,quick,19.0
5525,paying,19.0
5526,ex,19.0
5527,yep,19.0
5528,community,19.0
5529,order,19.0
5530,keeping,19.0
5531,thoughts,19.0
5532,justice,19.0
5533,possible,19.0
5534,proud,19.0
5535,isiaq,19.0
5536,gotta,19.0
5537,players,19.0
5538,starting,19.0
5539,endpolicebrutalityinnigeria,19.0
5540,videos,19.0
5541,rejoice,19.0
5542,punch,19.0
5543,notice,19.0
5544,mostly,19.0
5545,perfectly,19.0
5546,according,19.0
5547,total,19.0
5548,pain,19.0
5549,hateful,19.0
5550,|,19.0
5551,grow,19.0
5552,join,19.0
5553,film,19.0
5554,sixty,19.0
5555,co,19.0
5556,general,19.0
5557,boss,19.0
5558,walking,19.0
5559,you'll,19.0
5560,relationship,19.0
5561,image,19.0
5562,ignorant,19.0
5563,stressed,19.0
5564,decided,19.0
5565,avoid,19.0
5566,@danbloom1,18.0
5567,shitty,18.0
5568,2020,18.0
5569,clear,18.0
5570,unless,18.0
5571,etc,18.0
5572,monologue,18.0
5573,fr,18.0
5574,fit,18.0
5575,society,18.0
5576,along,18.0
5577,john,18.0
5578,@anandmahindra,18.0
5579,sadly,18.0
5580,leaders,18.0
5581,tomorrow,18.0
5582,race,18.0
5583,sitting,18.0
5584,lots,18.0
5585,awful,18.0
5586,pr,18.0
5587,innocent,18.0
5588,extra,18.0
5589,horrible,18.0
5590,due,18.0
5591,working,18.0
5592,together,18.0
5593,questions,18.0
5594,bruh,18.0
5595,court,18.0
5596,lately,18.0
5597,jokes,18.0
5598,brought,18.0
5599,aware,18.0
5600,aggressive,18.0
5601,protests,18.0
5602,cares,18.0
5603,murder,18.0
5604,tories,18.0
5605,mistake,18.0
5606,quiet,17.0
5607,standing,17.0
5608,worried,17.0
5609,tells,17.0
5610,thi,17.0
5611,facebook,17.0
5612,indeed,17.0
5613,weekend,17.0
5614,blm,17.0
5615,ideas,17.0
5616,rods,17.0
5617,hashtag,17.0
5618,threw,17.0
5619,choose,17.0
5620,hai,17.0
5621,thinks,17.0
5622,judge,17.0
5623,weak,17.0
5624,express,17.0
5625,refused,17.0
5626,whos,17.0
5627,guard,17.0
5628,+,17.0
5629,views,17.0
5630,whoever,17.0
5631,scene,17.0
5632,20,17.0
5633,sa,17.0
5634,forward,17.0
